,tweet type,A_handle,A_follower_count,A_following_count,A_listed_count,A_posts,A_network_feature_1,A_network_feature_2,A_network_feature_3,B_handle,B_follower_count,B_following_count,B_listed_count,B_posts,B_network_feature_1,B_network_feature_2,B_network_feature_3
293,RT,LukeAlbery,1174,1600,1,38546,,,,SNFonNBC,993035,2480,5415,79758,,,
294,RT,JohnSTOXton,81,745,3,1185,,,,DraftKings,341618,1943,2012,90862,,,
295,Tweet,Eddiev79541326,148,286,0,367,,,,Eddiev79541326,341618,1943,2012,90862,,,
296,RT,TLegix,408,354,3,13972,,,,Bengalsmanic,1927,1652,15,10133,,,
297,RT,estherzinhsafra,37,104,0,823,,,,SiteTheWeekndBR,48305,968,149,20279,,,
298,Tweet,Cuadrinha08,9,20,0,83,,,,Cuadrinha08,48305,968,149,20279,,,
299,RT,Claudette__MP,757,543,9,3761,,,,FanNation,1643,210,0,12563,,,
300,RT,TonyPauline,37729,47,1300,19440,,,,PFN365,31019,441,455,42048,,,
301,RT,_MindOfJasper,1642,2160,15,246862,,,,Bengals,1084742,248,6336,31051,,,
302,Tweet,btcbettingtips,451,0,3,31630,,,,btcbettingtips,1084742,248,6336,31051,,,
303,RT,carsonstephen14,157,209,0,3190,,,,Trags,18584,2715,804,121400,,,
304,RT,TLegix,408,354,3,13972,,,,Mike_Daniels76,92724,1577,535,9660,,,
305,RT,rossco1510,166,266,1,2408,,,,FinanceCat_,194,207,0,342,,,
306,Tweet,simonee2805,59,93,1,2016,,,,simonee2805,194,207,0,342,,,
307,RT,mikejonbelly21,20,215,0,350,,,,PatrickE_Vegas,61469,893,1084,73948,,,
308,RT,Jardinho2,331,571,2,10362,,,,WINCINNATI_,2619,980,5,215,,,
309,Tweet,inexplicableq,30,215,2,941,,,,inexplicableq,2619,980,5,215,,,
310,RT,raayxz,2038,1962,9,43581,,,,SiteTheWeekndBR,48305,968,149,20279,,,
311,RT,preciouslilxo,420,493,2,698,,,,SiteTheWeekndBR,48305,968,149,20279,,,
312,Tweet,desireemurphy_,3511,1118,63,15727,,,,desireemurphy_,48305,968,149,20279,,,
313,RT,MattStaffordQB1,981,234,4,73414,,,,Iyeazy,53,110,0,523,,,
314,Tweet,JakeGaregnani,683,640,17,22933,,,,JakeGaregnani,53,110,0,523,,,
315,RT,DeFutbolMX1,5804,1189,27,10364,,,,EnCanchamx,995,381,4,5064,,,
316,RT,Dennisr58071648,63,484,0,1438,,,,WINCINNATI_,2619,980,5,215,,,
317,RT,SenraSays,1853,1889,21,41730,,,,courtney110979,1130,2791,18,9141,,,
318,Tweet,WCBruno,902,1063,6,22952,,,,WCBruno,1130,2791,18,9141,,,
319,RT,wendellwallace,4084,4603,5,8964,,,,TMSMpodcast,3722,3256,11,16072,,,
320,RT,EBMediaGroup,4200,3938,177,32701,,,,LadyLilaBrown,734,1220,38,11824,,,
321,RT,AlexMusibay,1077,2441,35,55931,,,,WUTangKids,98481,943,291,6933,,,
322,RT,SenraSays,1853,1889,21,41730,,,,GeoffLambert77,12186,10750,215,67394,,,
323,Tweet,FreestyleTwins,623,51,23,26994,,,,FreestyleTwins,12186,10750,215,67394,,,
324,RT,Miriam__03,594,491,0,977,,,,coreydeanstone,879,1647,2,3870,,,
325,RT,ganggreenpallas,603,1099,5,6498,,,,peter_king,1794634,923,21040,44239,,,
326,RT,cmyers__,494,438,1,1790,,,,WINCINNATI_,2619,980,5,215,,,
327,RT,NickHurles,642,1564,4,27652,,,,JavarriLewis,748,1032,16,14984,,,
328,RT,JFriedman57,5738,1718,33,44671,,,,Mike_Daniels76,92724,1577,535,9660,,,
329,RT,soundfmetal,3177,309,0,224295,,,,SiteTheWeekndBR,48305,968,149,20279,,,
330,RT,Jacobs71,16587,970,468,153412,,,,peter_king,1794634,923,21040,44239,,,
331,RT,BrianKDavis6,150,280,0,2554,,,,FinanceCat_,194,207,0,342,,,
332,Tweet,PatrickE_Vegas,61469,893,1084,73948,,,,PatrickE_Vegas,194,207,0,342,,,
333,RT,Cuadrinha08,9,20,0,83,,,,WSDwellers,2503,310,8,290,,,
334,RT,FightersFirst,1847,3207,1,499,,,,CageIq,2857,4842,5,1513,,,
335,Tweet,Mitzula,3244,777,165,147795,,,,Mitzula,2857,4842,5,1513,,,
336,RT,PawSlick,139,182,4,4336,,,,WUTangKids,98481,943,291,6933,,,
337,RT,EVERMEROL666,418,981,0,12421,,,,chelseakslay,1290,241,4,365,,,
338,Tweet,JG_WORLD_C,7,69,0,38,,,,JG_WORLD_C,1290,241,4,365,,,
339,RT,Joshua300Taylor,280,296,6,2301,,,,SuperlativeDAO,1436,81,0,163,,,
340,RT,rpjpaints,39,827,0,2058,,,,WUTangKids,98481,943,291,6933,,,
341,RT,q_isso_patique,130,613,0,5115,,,,SiteTheWeekndBR,48305,968,149,20279,,,
342,RT,AlexisRose05_,1928,2213,17,70079,,,,Bengals,1084742,248,6336,31051,,,
343,Tweet,courseoflife1,208,840,4,10438,,,,courseoflife1,1084742,248,6336,31051,,,
344,RT,yourgirlmikaa,106,421,0,4710,,,,SiteTheWeekndBR,48305,968,149,20279,,,
345,Tweet,dasderf_,606,592,41,189539,,,,dasderf_,48305,968,149,20279,,,
346,Tweet,JavarriLewis,748,1032,16,14984,,,,JavarriLewis,48305,968,149,20279,,,
347,Tweet,peter_king,1794634,923,21040,44239,,,,peter_king,48305,968,149,20279,,,
348,RT,Cfbaby39,607,4464,4,18000,,,,SNFonNBC,993035,2480,5415,79758,,,
349,RT,SportsTimeHQ,1949,1936,7,21592,,,,TMSMpodcast,3722,3256,11,16072,,,
350,Tweet,Iyeazy,53,110,0,523,,,,Iyeazy,3722,3256,11,16072,,,
351,RT,AngeloDawkins,110712,2902,328,23528,,,,Bengals,1084742,248,6336,31051,,,
352,RT,MJthePharmacist,278,1109,0,9216,,,,WINCINNATI_,2619,980,5,215,,,
353,RT,dhacker615,311,1092,15,47087,,,,WUTangKids,98481,943,291,6933,,,
354,RT,li_lopl,402,116,25,292459,,,,AllyBrooke,2736331,8107,4693,21451,,,
355,Tweet,TVCooper,5,1,0,29470,,,,TVCooper,2736331,8107,4693,21451,,,
356,RT,MattStaffordQB1,981,234,4,73414,,,,ESPNLosAngeles,86553,812,1280,75159,,,
357,RT,OnlyyBrandon,642,672,5,13002,,,,OnlyyBrandon,642,672,5,13002,,,
358,RT,secretszyn,897,868,5,11266,,,,SiteTheWeekndBR,48305,968,149,20279,,,
359,RT,rdelreymakkonen,259,831,0,18855,,,,SiteTheWeekndBR,48305,968,149,20279,,,
360,RT,Dylano_,320,889,3,20609,,,,HonoluluBlues_,7849,899,27,7969,,,
361,RT,TheBengal4,2663,688,15,13068,,,,WLWT,143745,562,1305,420402,,,
362,RT,retiredmedicwtc,2557,3110,40,107945,,,,APEntertainment,179400,1251,1487,51124,,,
363,RT,mbgidron,478,2678,10,3614,,,,WINCINNATI_,2619,980,5,215,,,
364,RT,Everylastgoat,273,99,2,36633,,,,Everylastgoat,273,99,2,36633,,,
365,Tweet,Mike_Daniels76,92724,1577,535,9660,,,,Mike_Daniels76,273,99,2,36633,,,
366,RT,kevindu78130,201,3457,7,3192,,,,NFLFrance,20866,200,100,21659,,,
367,Tweet,king_korter,139,94,4,146,,,,king_korter,20866,200,100,21659,,,
368,RT,NAVlogsandGame2,83,638,0,1349,,,,RamsNFL,1060485,512,6389,59603,,,
369,RT,JackO116,583,4994,7,8711,,,,HoldenCantor,7594,3910,81,105438,,,
370,RT,nlewhopper69,169,739,0,9403,,,,Bengals,1084742,248,6336,31051,,,
371,RT,ErikaHOOP2,417,480,0,34413,,,,ShadyTimes,21508,222,37,21499,,,
372,RT,rhino_sheath,789,1650,4,3855,,,,Bengalsmanic,1927,1652,15,10133,,,
373,Tweet,EnCanchamx,995,381,4,5064,,,,EnCanchamx,1927,1652,15,10133,,,
374,RT,myplacehouis,936,903,10,29200,,,,SiteTheWeekndBR,48305,968,149,20279,,,
375,RT,guics_luv,22,72,0,2883,,,,SiteTheWeekndBR,48305,968,149,20279,,,
376,RT,TheCashManWins,2468,945,42,32173,,,,TheCashManWins,2468,945,42,32173,,,
377,Tweet,SuperBowlBiz,226,2196,0,157,,,,SuperBowlBiz,2468,945,42,32173,,,
378,Tweet,walking_gr8ness,6,32,0,56,,,,walking_gr8ness,2468,945,42,32173,,,
379,Tweet,realchesco,223,21,15,5167,,,,realchesco,2468,945,42,32173,,,
380,RT,Buck513eyes,248,1806,2,2821,,,,Bengals,1084742,248,6336,31051,,,
381,RT,ayodrock,773,1531,3,49379,,,,WINCINNATI_,2619,980,5,215,,,
382,Tweet,thoseplanets,152,383,4,5742,,,,thoseplanets,2619,980,5,215,,,
383,RT,griffinappleman,902,860,3,8269,,,,Bengals,1084742,248,6336,31051,,,
384,Tweet,TVCooper,5,1,0,29470,,,,TVCooper,1084742,248,6336,31051,,,
385,Tweet,CarterthePower,3034,2537,82,71870,,,,CarterthePower,1084742,248,6336,31051,,,
386,RT,danielstillings,259,224,0,8050,,,,JanoMars718,140,532,3,370,,,
387,Tweet,TVCooper,5,1,0,29470,,,,TVCooper,140,532,3,370,,,
388,RT,PetraccoL,406,979,4,3861,,,,WINCINNATI_,2619,980,5,215,,,
389,RT,bonedidly,4,29,3,138,,,,CroHodler,3872,224,2,1583,,,
390,Tweet,TVCooper,5,1,0,29470,,,,TVCooper,3872,224,2,1583,,,
391,RT,MattStaffordQB1,981,234,4,73414,,,,veronicaxxxooo,838,680,13,9785,,,
392,RT,Thefuture248,48,249,0,6078,,,,Trags,18584,2715,804,121400,,,
393,RT,jamorg0,614,716,1,43211,,,,Bengalsmanic,1927,1652,15,10133,,,
394,Tweet,SantinoCorleon,8578,1821,48,70868,,,,SantinoCorleon,1927,1652,15,10133,,,
395,Tweet,movietim3,2097,592,7,4371,,,,movietim3,1927,1652,15,10133,,,
396,RT,bengalsthangs,199,107,0,563,,,,Bengalsmanic,1927,1652,15,10133,,,
397,Tweet,LanceMedow,10599,1930,181,34493,,,,LanceMedow,1927,1652,15,10133,,,
398,RT,Giusepp21370939,600,1305,0,9609,,,,Giusepp21370939,600,1305,0,9609,,,
399,RT,VictorLovely9,130,271,1,2166,,,,Giusepp21370939,600,1305,0,9609,,,
400,Tweet,kazualkazhinc,194,372,0,400,,,,kazualkazhinc,600,1305,0,9609,,,
401,RT,TheMarcoWall,411,1831,2,6156,,,,Bengals,1084742,248,6336,31051,,,
402,Tweet,Giusepp21370939,600,1305,0,9609,,,,Giusepp21370939,1084742,248,6336,31051,,,
403,RT,ifallsmaree,1062,996,9,114479,,,,SiteTheWeekndBR,48305,968,149,20279,,,
404,Tweet,TVCooper,5,1,0,29470,,,,TVCooper,48305,968,149,20279,,,
405,RT,JrSoulPtrl,1587,4996,44,175732,,,,TKras,13312,1582,313,98079,,,
406,RT,MattStaffordQB1,981,234,4,73414,,,,ericsgeller,750,1071,27,11023,,,
407,RT,tannergcarr,435,712,0,173,,,,WINCINNATI_,2619,980,5,215,,,
408,Tweet,MintoryNFT,5,25,0,5,,,,MintoryNFT,2619,980,5,215,,,
409,RT,moussemari,83,101,0,11867,,,,SiteTheWeekndBR,48305,968,149,20279,,,
410,RT,_bpayne7,377,377,0,19665,,,,SNFonNBC,993035,2480,5415,79758,,,
411,Tweet,TKras,13312,1582,313,98079,,,,TKras,993035,2480,5415,79758,,,
412,RT,Vedderlax11,145,2479,2,3430,,,,BengalsMicCart,2814,2849,4,472,,,
413,Tweet,TVCooper,5,1,0,29470,,,,TVCooper,2814,2849,4,472,,,
414,Tweet,LRubinson,5121,1098,89,34083,,,,LRubinson,2814,2849,4,472,,,
415,Tweet,AlabamaGal4USA,279,284,0,2734,,,,AlabamaGal4USA,2814,2849,4,472,,,
416,RT,Mellibee3819,24,47,0,68,,,,RampageNFL,16853,205,365,7100,,,
417,RT,bonners826,8,74,0,383,,,,RamsNFL,1060485,512,6389,59603,,,
418,RT,TFFDudes,3017,2596,4,9253,,,,TheBLeagueSays,2118,2728,17,33165,,,
419,RT,an_larz,52,519,0,2552,,,,OddsCheckerUS,48115,10106,249,21206,,,
420,Tweet,aSouthernPenny,1852,772,2,4383,,,,aSouthernPenny,48115,10106,249,21206,,,
421,RT,gabbrielags,25,237,0,10280,,,,SiteTheWeekndBR,48305,968,149,20279,,,
422,RT,WeirdWendell,619,553,14,28341,,,,ThinkingCrypto1,80342,2099,494,22951,,,
423,RT,AyeshaKhan101,2755,3570,0,5358,,,,LACoSheriff,23710,377,220,1958,,,
424,RT,MarviniOfficial,2084,2558,49,152723,,,,almanaquedisney,87066,791,149,13464,,,
425,RT,MbmsdS,323,714,0,2631,,,,FandomWire,22630,16,77,4971,,,
426,RT,LukeAlbery,1174,1600,1,38546,,,,Trags,18584,2715,804,121400,,,
427,RT,toddclouser,4710,2438,88,16453,,,,WUTangKids,98481,943,291,6933,,,
428,RT,JeffMatsonRV,1141,2802,27,11067,,,,Bengals,1084742,248,6336,31051,,,
429,Tweet,JLHerms,3135,3098,60,116952,,,,JLHerms,1084742,248,6336,31051,,,
430,Tweet,PatriotXLIX,99,511,16,14003,,,,PatriotXLIX,1084742,248,6336,31051,,,
431,RT,youngwiz2000,95,318,0,2304,,,,JustinBowe0902,39,33,0,122,,,
432,Tweet,DJNotorious2K7,296,361,15,6609,,,,DJNotorious2K7,39,33,0,122,,,
433,RT,tomasbs12_,791,1075,1,118477,,,,SiteTheWeekndBR,48305,968,149,20279,,,
434,Tweet,rydunleavy,13769,1271,531,50938,,,,rydunleavy,48305,968,149,20279,,,
435,RT,pepehanan,28751,2850,146,154755,,,,TelemundoSports,225088,496,1419,355656,,,
436,Tweet,Clemons_HTM,550,964,0,9357,,,,Clemons_HTM,225088,496,1419,355656,,,
437,RT,ohomemsillas,320,1311,0,23233,,,,SiteTheWeekndBR,48305,968,149,20279,,,
438,RT,cole_kilcrease,201,292,1,14090,,,,WINCINNATI_,2619,980,5,215,,,
439,Tweet,TVCooper,5,1,0,29470,,,,TVCooper,2619,980,5,215,,,
440,Tweet,Seahawk_Michael,920,586,23,18864,,,,Seahawk_Michael,2619,980,5,215,,,
441,RT,MCL723,1070,2090,1,10720,,,,FinanceCat_,194,207,0,342,,,
442,RT,astronatii,125,122,1,4996,,,,Bengalsmanic,1927,1652,15,10133,,,
443,Tweet,EEvans4407,23,156,0,149,,,,EEvans4407,1927,1652,15,10133,,,
444,Tweet,AdamChadrick09,30,17,0,3867,,,,AdamChadrick09,1927,1652,15,10133,,,
445,Tweet,matheosxander,868,1214,4,48390,,,,matheosxander,1927,1652,15,10133,,,
446,RT,MyersTerror2,168,357,0,521,,,,SiteTheWeekndBR,48305,968,149,20279,,,
447,RT,Larhenry205,51,601,1,11672,,,,Bengalsmanic,1927,1652,15,10133,,,
448,RT,DanMcleod130,376,795,13,4486,,,,MooseBeSocial,1365,1981,23,10622,,,
449,RT,uikq86804,252,3771,8,35025,,,,Bengals,1084742,248,6336,31051,,,
450,RT,Joo04141694,349,426,4,22265,,,,SiteTheWeekndBR,48305,968,149,20279,,,
451,Tweet,TVCooper,5,1,0,29470,,,,TVCooper,48305,968,149,20279,,,
452,RT,MatheusLimaOFF,372,880,2,21985,,,,SiteTheWeekndBR,48305,968,149,20279,,,
453,Tweet,thoseplanets,152,383,4,5742,,,,thoseplanets,48305,968,149,20279,,,
454,Tweet,Oldstyle79,299,787,2,8885,,,,Oldstyle79,48305,968,149,20279,,,
455,RT,apenasarrudaa,17,504,0,540,,,,SiteTheWeekndBR,48305,968,149,20279,,,
456,RT,Alberti2Chris,1208,1255,41,296567,,,,MileHighSports,14871,891,332,79703,,,
457,RT,CinBearcats21,229,224,3,10980,,,,EvanMillward,8054,4252,236,70678,,,
458,Tweet,TVCooper,5,1,0,29470,,,,TVCooper,8054,4252,236,70678,,,
459,RT,PurpleCyanBlack,133,504,0,5328,,,,CalpainEqD,21797,2826,82,106104,,,
460,Tweet,TVCooper,5,1,0,29470,,,,TVCooper,21797,2826,82,106104,,,
461,Tweet,TelemundoSports,225088,496,1419,355656,,,,TelemundoSports,21797,2826,82,106104,,,
462,RT,CrfBelga,603,914,2,742,,,,SiteTheWeekndBR,48305,968,149,20279,,,
463,RT,PressWls,199,475,0,829,,,,FinanceCat_,194,207,0,342,,,
464,RT,AmjAlisa,391,975,37,4939,,,,WUTangKids,98481,943,291,6933,,,
465,RT,Galley02,392,359,6,4541,,,,CainMcCoy,1670,520,39,143986,,,
466,RT,ZCarmineswav,3,0,0,51,,,,ShadyTimes,21508,222,37,21499,,,
467,RT,chiles_dc,1392,3911,58,16153,,,,VictorLovely9,130,271,1,2166,,,
468,RT,dallasortiz21,158,178,0,3673,,,,SNFonNBC,993035,2480,5415,79758,,,
469,Tweet,JustinBowe0902,39,33,0,122,,,,JustinBowe0902,993035,2480,5415,79758,,,
470,RT,PilarMahl,375,1050,53,6350,,,,PilarMahl,375,1050,53,6350,,,
471,RT,cyxorus,653,1363,3,8422,,,,SiteTheWeekndBR,48305,968,149,20279,,,
472,Tweet,Titletown_Edits,2793,370,35,17377,,,,Titletown_Edits,48305,968,149,20279,,,
473,RT,DorganKatelyn,77,119,0,1119,,,,Bengals,1084742,248,6336,31051,,,
474,RT,TheMarcoWall,411,1831,2,6156,,,,DaltonSignature,3397,1812,32,28286,,,
475,Tweet,TVCooper,5,1,0,29470,,,,TVCooper,3397,1812,32,28286,,,
476,Tweet,EnfoquesEnCorto,165,186,1,12891,,,,EnfoquesEnCorto,3397,1812,32,28286,,,
477,Tweet,EfeOzturkDPM,209,261,2,19595,,,,EfeOzturkDPM,3397,1812,32,28286,,,
478,RT,FutureRDMoore,8,53,1,3,,,,Healthyfamprj,25396,2692,607,65604,,,
479,RT,Casotavio,427,1055,1,18512,,,,SiteTheWeekndBR,48305,968,149,20279,,,
480,RT,PilarMahl,375,1050,53,6350,,,,PilarMahl,375,1050,53,6350,,,
481,RT,gabyy_nx,326,332,0,11515,,,,SiteTheWeekndBR,48305,968,149,20279,,,
482,Tweet,TVCooper,5,1,0,29470,,,,TVCooper,48305,968,149,20279,,,
483,RT,trevorhacker,6388,1063,9,9583,,,,trevorhacker,6388,1063,9,9583,,,
484,RT,_PaulaAlmeida,319,257,1,42401,,,,SiteTheWeekndBR,48305,968,149,20279,,,
485,RT,Gustavov_14,147,926,0,2108,,,,SiteTheWeekndBR,48305,968,149,20279,,,
486,RT,YUCKUFO,199,198,0,4278,,,,sxvixn,797,750,4,28094,,,
487,Tweet,TVCooper,5,1,0,29470,,,,TVCooper,797,750,4,28094,,,
488,Tweet,BengalsAr,291,255,1,3461,,,,BengalsAr,797,750,4,28094,,,
489,Tweet,tDBesTMMA,150,1934,0,12240,,,,tDBesTMMA,797,750,4,28094,,,
490,RT,raphtace,142,246,1,6474,,,,SiteTheWeekndBR,48305,968,149,20279,,,
491,RT,bnb952,4353,5001,2050,523607,,,,FDSportsbook,181679,1059,946,44405,,,
492,RT,morgangreys,2322,2264,6,33721,,,,SiteTheWeekndBR,48305,968,149,20279,,,
493,RT,rarexsw,523,647,12,40857,,,,SiteTheWeekndBR,48305,968,149,20279,,,
494,RT,lucnasx,356,585,3,39092,,,,SiteTheWeekndBR,48305,968,149,20279,,,
495,RT,blazoworld,4517,804,5,78334,,,,LndsPatterson,31103,1011,486,135778,,,
496,RT,Giusepp21370939,600,1305,0,9609,,,,FDSportsbook,181679,1059,946,44405,,,
497,Tweet,BlockchainNewsM,3484,521,83,6582,,,,BlockchainNewsM,181679,1059,946,44405,,,
498,RT,uikq86804,252,3771,8,35025,,,,MikeHilton_28,67786,1111,230,9176,,,
499,RT,xxcbenassi,475,1361,2,15496,,,,SiteTheWeekndBR,48305,968,149,20279,,,
500,RT,scorpioscfc,128,398,0,19089,,,,SiteTheWeekndBR,48305,968,149,20279,,,
501,RT,thedawnabel,141,266,0,286,,,,SiteTheWeekndBR,48305,968,149,20279,,,
502,RT,writtenbyCL,984,777,10,21740,,,,SiteTheWeekndBR,48305,968,149,20279,,,
503,RT,eijovana,55,121,0,7362,,,,SiteTheWeekndBR,48305,968,149,20279,,,
504,Tweet,Jttomiyama,886,1760,29,65510,,,,Jttomiyama,48305,968,149,20279,,,
505,RT,hawkvibe,251,245,23,5866,,,,OldBeerAds,904,320,9,411,,,
506,RT,jadenweeknd,66,74,0,36,,,,SiteTheWeekndBR,48305,968,149,20279,,,
507,RT,selecrueI,999,905,2,10094,,,,SiteTheWeekndBR,48305,968,149,20279,,,
508,RT,imbajka,1097,1758,24,31965,,,,SiteTheWeekndBR,48305,968,149,20279,,,
509,RT,gwsAG93,1441,1553,31,44691,,,,SiteTheWeekndBR,48305,968,149,20279,,,
510,Tweet,DGArmstrong,10102,2704,345,45155,,,,DGArmstrong,48305,968,149,20279,,,
511,RT,roadshark96,644,1465,3,22625,,,,LyzziePoo,673,524,6,12887,,,
512,RT,heaveshawn,2895,146,0,232425,,,,SiteTheWeekndBR,48305,968,149,20279,,,
513,RT,goodoleskal,268,1297,1,17963,,,,bigjimmurray,78961,100,412,8087,,,
514,Tweet,SiteTheWeekndBR,48305,968,149,20279,,,,SiteTheWeekndBR,78961,100,412,8087,,,
515,Tweet,FinanceCat_,194,207,0,342,,,,FinanceCat_,78961,100,412,8087,,,
516,Tweet,PabloDa51250561,240,1039,1,1987,,,,PabloDa51250561,78961,100,412,8087,,,
517,RT,_moneyjunkie,638,388,3,32739,,,,MikeHilton_28,67786,1111,230,9176,,,
518,RT,chiles_dc,1392,3911,58,16153,,,,JerseyKidPicks,146641,146686,499,26795,,,
519,Tweet,FanNation,1643,210,0,12563,,,,FanNation,146641,146686,499,26795,,,
520,RT,jcfaria,522,31,38,30391,,,,RamsNFL,1060485,512,6389,59603,,,
521,RT,moonblazewolf,5458,955,25,48239,,,,aqueerwolf,2952,1241,14,28589,,,
522,RT,m_hornsby22,230,299,0,2564,,,,WageWarApparel,256,727,1,190,,,
523,RT,weslleys,63,104,0,10785,,,,husamelzien,45,12,0,758,,,
524,Tweet,rdz_villasenor,550,3204,0,4685,,,,rdz_villasenor,45,12,0,758,,,
525,RT,Grevenkampa,395,692,2,11202,,,,WINCINNATI_,2619,980,5,215,,,
526,Tweet,JSe_19,157,263,0,5024,,,,JSe_19,2619,980,5,215,,,
527,Tweet,dj_dazzler,1499,1611,59,19582,,,,dj_dazzler,2619,980,5,215,,,
528,Tweet,RafaBelattini,9294,1599,69,91986,,,,RafaBelattini,2619,980,5,215,,,
529,RT,AldoTenorio7,18,943,0,540,,,,ValMarinR,487046,3127,817,51045,,,
530,RT,PeegeRiley,473,1137,8,22594,,,,Bengals,1084742,248,6336,31051,,,
531,Tweet,BenWaisnora,361,702,3,16305,,,,BenWaisnora,1084742,248,6336,31051,,,
532,Tweet,VIP_TIX,854,648,19,17220,,,,VIP_TIX,1084742,248,6336,31051,,,
533,Tweet,flashtard1,0,2,1,8,,,,flashtard1,1084742,248,6336,31051,,,
534,RT,DrGoofyGoober,146,94,2,487,,,,DraftKings,341618,1943,2012,90862,,,
535,RT,ZackMann1997,2388,1582,52,161629,,,,RamsNFL,1060485,512,6389,59603,,,
536,Tweet,pablodanielrdzv,97,211,0,364,,,,pablodanielrdzv,1060485,512,6389,59603,,,
537,RT,klockerpepsi,289,96,0,3146,,,,Bengals,1084742,248,6336,31051,,,
538,Tweet,KHB_Donnelly,150,1320,11,13150,,,,KHB_Donnelly,1084742,248,6336,31051,,,
539,Tweet,icantfindpooter,417,388,0,77,,,,icantfindpooter,1084742,248,6336,31051,,,
540,RT,hgcuadros,1873,1877,74,241319,,,,AlejandroLG,12198,98,90,34669,,,
541,RT,whodeywinning,708,1556,34,14740,,,,Bengals,1084742,248,6336,31051,,,
542,RT,kelsey_dallas,4364,1702,170,25718,,,,p_emory,2661,994,54,14240,,,
543,Tweet,chelseakslay,1290,241,4,365,,,,chelseakslay,2661,994,54,14240,,,
544,RT,uikq86804,252,3771,8,35025,,,,WINCINNATI_,2619,980,5,215,,,
545,RT,ScottSt1963,1583,3930,6,264888,,,,SportsGrid,27144,1415,623,79709,,,
546,Tweet,JanoMars718,140,532,3,370,,,,JanoMars718,27144,1415,623,79709,,,
547,Tweet,PorEstoOnline,4571,844,60,117005,,,,PorEstoOnline,27144,1415,623,79709,,,
548,Tweet,BengalsMicCart,2814,2849,4,472,,,,BengalsMicCart,27144,1415,623,79709,,,
549,RT,blazingbird,912,2852,13,167494,,,,JUVE0824love,2314,353,85,258370,,,
550,RT,hiashleya,1175,575,22,8679,,,,LndsPatterson,31103,1011,486,135778,,,
551,Tweet,ericsgeller,750,1071,27,11023,,,,ericsgeller,31103,1011,486,135778,,,
552,Tweet,187postscript,14,38,2,2021,,,,187postscript,31103,1011,486,135778,,,
553,Tweet,pablito0322,1309,4539,3,28471,,,,pablito0322,31103,1011,486,135778,,,
554,Tweet,theloop411,2019,362,55,33055,,,,theloop411,31103,1011,486,135778,,,
555,RT,Royagalleh,1575,1964,18,23744,,,,MutantMiners,1292,613,4,602,,,
556,RT,mabrowe,132,311,1,2025,,,,HonoluluBlues_,7849,899,27,7969,,,
557,RT,brandonmscales,13,3219,1,702867,,,,RandiRicoWLWT,21290,4843,329,59363,,,
558,RT,MetsWeeklyShow,137,62,1,146,,,,Recklessairwave,2078,1992,8,2672,,,
559,RT,NameOfMy1stBand,110,493,2,2121,,,,NameOfMy1stBand,110,493,2,2121,,,
560,Tweet,yescapade1,752,2552,7,23013,,,,yescapade1,110,493,2,2121,,,
561,RT,alan_r_gallardo,1221,830,59,166787,,,,Foliatti_Sports,9,14,0,1076,,,
562,RT,PatCareySports,2117,150,14,2568,,,,scottiehacker,731,261,18,1981,,,
563,Tweet,Hoops227_NFL,110,866,3,106796,,,,Hoops227_NFL,731,261,18,1981,,,
564,RT,katsunumayu,1116,2571,32,47708,,,,pino1999,852,605,17,13472,,,
565,Tweet,SSurewould,614,2388,10,9212,,,,SSurewould,852,605,17,13472,,,
566,RT,andrewacevedo34,53,133,1,2652,,,,Recklessairwave,2078,1992,8,2672,,,
567,RT,Tylerkirgiss1,149,1393,0,2434,,,,Bengals,1084742,248,6336,31051,,,
568,RT,4thedawn2,225,353,5,63453,,,,Baron3121,9156,924,85,60931,,,
569,RT,sherilynndoyle,66,247,0,421,,,,Bengals,1084742,248,6336,31051,,,
570,Tweet,trevorhacker,6388,1063,9,9583,,,,trevorhacker,1084742,248,6336,31051,,,
571,Tweet,realfabiansilva,608,699,6,14085,,,,realfabiansilva,1084742,248,6336,31051,,,
572,RT,EricAbel27,298,1230,0,2804,,,,7thGypsy,4075,4379,63,110098,,,
573,Tweet,thehughjeffner,3439,3443,37,23987,,,,thehughjeffner,4075,4379,63,110098,,,
574,Tweet,prieto_bananon8,34,2810,0,3445,,,,prieto_bananon8,4075,4379,63,110098,,,
575,RT,Americanscreen1,2731,751,17,16775,,,,Patottas,29422,9561,118,182657,,,
576,RT,topfanscorner,4612,4423,8,358097,,,,MMBSports,422,1684,7,60013,,,
577,RT,daniel_frg,2820,645,13,83580,,,,iheartfergie,1063,55,6,5126,,,
578,RT,thereal_KentG,387,2766,1,4900,,,,WUTangKids,98481,943,291,6933,,,
579,RT,MintoryNFT,5,25,0,5,,,,CryptGem,1610,2451,4,1392,,,
580,Tweet,OddsShark,145395,678,1544,84541,,,,OddsShark,1610,2451,4,1392,,,
581,RT,edevaldes94,1939,627,10,2543,,,,e_deportivo,150053,326,688,297783,,,
582,RT,AurileusFC,5478,1073,19,85168,,,,Bengalsmanic,1927,1652,15,10133,,,
583,RT,redz041,2467,3415,185,473769,,,,WUTangKids,98481,943,291,6933,,,
584,Tweet,CryptGem,1610,2451,4,1392,,,,CryptGem,98481,943,291,6933,,,
585,Tweet,Everylastgoat,273,99,2,36633,,,,Everylastgoat,98481,943,291,6933,,,
